id,type,name,date_of_birth,date_of_death
g.112ygcc01,people.person,Теодора Ремундова,1974-01-28,
g.119pfn44c,people.person,Lisa Cheng,1986-02-17,
g.119pg3fjm,people.person,Pasquale Marino,1981,
g.11_yl3mws,people.person,Tawil Paungma,1954-02-25,
g.11b41hlyj,people.deceased_person,Felix Salm-Salm,1828-12-25,1870-08-18
g.11b41kx0c,people.person,Ilyas Suleimenov,1990-12-21,
g.11b5m93zh4,people.person,Giuseppe Furlani,1885,1962
g.11b60vfrmp,people.person,Jirí Papez,1931-10-17,
g.11b6_sfyyt,people.person,Vidar Flataukan,1975-06-07,
g.11b6c_9zzf,people.person,남예지,1981-07-19,
g.11b6cxxt0x,people.person,Bernard Lortat-Jacob,1941,
g.11b6gr0vqn,people.person,Roberto Tiraboschi,1951,
g.11b6t_zb70,people.person,Kim Jung-mi,1984-10-16,
g.11b723s6kz,people.person,Guy H. Pierce,1934-11-06,
g.11btm80t8n,people.person,Rui Quinta,1960-06-06,
g.11bxvfkwwh,people.person,송승민,1992-01-11,
g.11c3kj1fg1,people.person,平林 克理,1969,
g.11cfv1dyt,people.person,Alexander Cchevychelov,1961-04-20,
g.11dyhz55s,people.person,Olle Grönstedt,1924-01-05,
g.11dyj683p,people.person,琢磨仁,1949-07-19,
g.11dyjpnnl,people.person,Finn Sjöberg,1951,
g.11h1t835k,people.person,오토 허니쉬,1927-01-11,
g.11h1tgs5n,people.person,Beishan Song,1951,
g.11h1thpl_,people.person,Debby Yang,1973,
g.11h1tvgq6,people.person,DJ Swab,1980,
g.11h1v5l8n,people.person,Gevorg Karapetyan,1990-06-10,
g.11ksgmtcm,people.person,平沢敦士,1973,
g.11r_p9mmb,people.person,Philipp Schenk,1985-10-12,
g.11vdhh06h,people.deceased_person,Александр Мачильский,1935-10-01,2012-11-13
g.11vk8tx32,people.person,Ty Walker,1989-08-07,
g.11x1nk8gj,people.person,Maciej Dąbrowski,1975,
g.11x1nl9sv,people.person,Mạnh Phát,1929,1971
g.11x7vh2c2,people.person,Svetlana Orlova,1956-04-08,
g.120_gd94,people.person,Oerd Van Cuijlenborg,1973,
g.120hhj81,people.person,Franz Schwabl,1938,
g.120hhtzp,people.person,Joo-Young Seol,1986-12-23,
g.120hndxm,people.deceased_person,Peter-Timm Schaufuss,1923-11-09,1983
g.120j31mn,people.person,Rolf Dörig,1957-05-19,
g.120jxcyc,people.person,Joseph Dubiel,1955-06-23,
g.120kbg23,people.deceased_person,Czeslaw Swirta,1925-06-14,2008-01-30
g.120l2v9b,people.person,George Boemler,1902-03-05,1968-06-11
g.120ld8_6,people.person,Günter Struve,1940-03-06,
g.120m108q,people.deceased_person,井上武士,1894-08-06,1974-11-08
g.120mc0pn,people.person,Aino-Inkeri Notkola,1903-10-24,1999-01-18
g.120n7ttr,people.person,Sebastian Schwele,1976-03-05,
g.120p9nwz,people.deceased_person,Josef Patocka,1914-10-25,1998-10-15
g.120pgk52,people.person,Anders Gjellerup Koch,1961-07-07,
g.120q2f99,people.person,Jan Wróblewski,1919-01-10,1944-09-18
g.120rrtpy,people.deceased_person,Rolf-Hans Müller,1928-04-10,1990-12-26
g.120s24yn,people.person,矢沢透,1949-02-06,
g.120v13kb,people.deceased_person,Antonín Moskalyk,1930-11-11,2006-01-27
g.120vsvw4,people.person,Heinz Menzel,1926-01-22,
g.120wrcpr,people.person,Rüdiger Wehner,1940,
g.120y3cj4,people.deceased_person,Геннадий Подельский,1927-04-02,1983-11-10
g.120y8jnz,people.person,Luba Fischer,1907,
g.120yllfn,people.deceased_person,Petrus Vladeraccus,1571,1618
g.120z16cq,people.deceased_person,August Kuhn,1886-11-11,1964-12-24
g.120zjh73,people.person,Norbert Schneider,1935-01-31,
g.12111m7b,people.person,Davide Oliveri,1967,
g.1211jj_l,people.person,Judit Forgács,1959-05-25,
g.1211wwzd,people.person,Shuko Arai,1975,
g.121251rd,people.person,Reinhold J. W. Schaube,1955-01-23,
g.1212grld,people.person,Ben Dunn,1986-01-08,
g.12135ytn,people.person,Dirk Naessens,1974-10-16,
g.1213v4jp,people.person,E. Casalis,1812,1891
g.1215vg_4,people.person,平田オリザ,1962-11-08,
g.1216f4xs,people.person,Heini Ihle,1941-04-24,
g.1216lccf,people.person,Walter Strutz,1948-09-13,
g.1218dz82,people.person,Robin John,1991-07-27,
g.12195n6h,people.deceased_person,Nagah El-Mogui,1943-06-11,1998-09-25
g.12195x8h,people.person,Émile Rideau,1899,
g.1219ms8r,people.person,Ján Lacko,1925-12-24,
g.121_blqq,people.person,Mira Kuisle,1974-12-31,
g.121_tx9p,people.person,Pavel Babakov,1946-12-03,1994-04-04
g.121d_qh7,people.person,原藤 一輝,1977,
g.121dpqbr,people.person,Diogo Pacheco,1921,
g.121fwtvp,people.person,Peyami Gurel,1959-04-11,
g.121g7rk5,people.person,Stefan Kulczycki,1893-02-22,1960-02-06
g.121kk8n2,people.person,Nobuyuki Shioya,1931,
g.121m7b7z,people.person,Roberta D Agostina,1991-08-17,
g.121m_hg3,people.person,Viktoriya Tigipko,1973,
g.121p6fsp,people.person,Miroslav Medjimorec,1942-01-04,
g.121p70g5,people.person,André Bellec,1914-02-12,2008-10-03
g.121p7pxz,people.person,鏡五郎,1944-06-08,
g.121pd90v,people.person,Beppie De Vries,1893-04-13,1965-06-09
