id,type,name,date_of_birth,date_of_death
g.112yfymsp,people.person,Abdullah Mousa,1987-02-23,
g.112yg0y9t,people.person,Glenton Wolfe,1981-12-30,
g.112yg6ldd,people.person,Mikhail Vasilievich Petrovsky,1945-08-09,
g.11_yln_t0,people.person,Mariarosa Schiaffino,1938,
g.11b5t_9tg9,people.person,Éric Ollu,1966-03-30,
g.11b60nhfnc,people.person,Jean-Yves Masson,1962,
g.11b60thryz,people.person,Iura Luncaşu,1975-06-12,
g.11b60zmdj0,people.person,Arne Martinussen,1969-05-18,
g.11b639p39g,people.person,楊明綸,1988-04-10,
g.11b6_9rv8d,people.person,B. Woody Vasulka,1937-01-20,
g.11b6dbw6xp,people.person,Casey Cunningham,1976-04-25,
g.11b6dccxqf,people.person,Stefano Spada,1983-08-02,
g.11b6gry8x9,people.person,Alexander Hermansson,1992-01-22,
g.11b6nrdnc7,people.person,Hervé Paul,1959-12-04,
g.11b6v052vx,people.person,Louis J. Witte,1894-06-14,1975-10-29
g.11b6wby1_r,people.person,Amir Karbalaeezadeh,1979-10-16,
g.11b6x4gm21,people.person,Jan Bartoš,1988-09-13,
g.11b727vhj7,people.deceased_person,Mimi D'Estée,1908-02-09,2004-03-07
g.11b73wcllc,people.person,Silvina Landsmann,1965-07-21,
g.11b77r_20s,people.person,Lolo Fakaosilea,1995-06-10,
g.11b7cqtr7v,people.person,Sergio Zavattieri,1970-05-24,
g.11bx_9w5xh,people.person,Felipe Zang,1994-05-21,
g.11byr27x94,people.person,Ok Ji-young,1980-10-13,
g.11dyj2szz,people.person,Håkan Thanger,1943-10-23,
g.11dyk2hq_,people.deceased_person,Jan Gabrielsson,1923-10-24,
g.11dyk9py1,people.deceased_person,Gösta Ohlin,1921-06-29,2012-05-16
g.11dykv74c,people.deceased_person,Mari Hegyesi,1861-12-28,1925-06-10
g.11dyl14bv,people.person,스투레 그린,1913-08-20,
g.11dylsz1k,people.deceased_person,George Bisset,1929-01-31,1996-06-16
g.11x1nzw14,people.person,Молдогазы Токобаев,1905,1974
g.11x7vc7gz,people.person,Paco Aberrahaman,1944,
g.1203nqg_6,people.person,Vasile Caciureac,1962-10-19,
g.120hhjw2,people.person,Werner Ludwig,1926-08-27,
g.120j3l_3,people.person,Yves Renouard,1908,1965
g.120jx8yz,people.person,Luis de Matteo,1934-05-10,
g.120jxnmd,people.person,宮手健雄,1957-02-03,
g.120knjst,people.person,António Fonseca,1958-10-14,
g.120lq18d,people.person,Benno Basso,1936-05-15,
g.120myqjl,people.person,Luchino Fujisaki,1981-01-05,
g.120n2mcm,people.person,Ingelore Lohse,1945-05-11,
g.120nw04d,people.person,Tsutomu Fujii,1949-06-23,
g.120p4h5g,people.person,Ervín Mašek,1967-08-20,
g.120qcw4m,people.person,Jürgen Lambert,1936-05-24,
g.120qcw5l,people.deceased_person,Johann Wolfgang Textor,1693-12-11,1771-02-06
g.120qwfhc,people.person,Michael Seyfrit,1947-12-16,1994-05-29
g.120rg308,people.person,Olga Lajdová,1943-08-19,
g.120rrt7n,people.person,Frieder Henf,1943-12-30,
g.120s246d,people.person,Mario Andreose,1934,
g.120scwpg,people.deceased_person,John Lee Comstock,1789,1858
g.120sczbf,people.person,Stacy Rowles,1955-09-11,2009-10-30
