id,type,name,date_of_birth,date_of_death
g.112yfhc48,people.person,Sergio Pagnacco,1961,
g.11b41ly_n,people.person,Magdalena Gorzkowska,1992-04-30,
g.11b5v59f7d,people.person,Brent Wilson,1987-08-20,
g.11b66jrhtf,people.person,Feride Çiçekoğlu,1951,
g.11b6gppth_,people.person,Kyle Kubitza,1990-07-15,
g.11b6hv2hg_,people.person,Jacek Stęszewski,1980-03-15,
g.11b6q7b7rk,people.person,Bryana Salaz,1997-08-25,
g.11b7004tcr,people.person,Cinara Leal,1977-11-22,
g.11b72lk0z8,people.person,Dario Parisini,1966-06-08,
g.11b7cn6xc3,people.person,Paulette Coquatrix,1916-04-28,
g.11b7fvpgpr,people.person,Claus Loof,1939-08-19,1994-04-20
g.11bbmpz_cs,people.person,Viktor Borisovich Abayev,1947,
g.11cfv692s,people.deceased_person,Kurt Wege,1911,1964
g.11dyhv9l3,people.person,Ragnar Widestedt,1887-05-03,1954-02-04
g.11dyk60r7,people.deceased_person,Viking Göransson,1900,1985
g.11dyl_jyv,people.person,Rolf Eberg,1952-05-10,
g.11h1sxj4y,people.person,Muharrem Varlı,1969-04-22,
g.11ksgs39p,people.person,Fredy-7,1993-01-19,
g.11mvrvqbk,people.person,Alžběta Staňková,1979-03-31,
g.11r7pt8l2,people.deceased_person,Maria Estela Veloso de Antas Varajão,1927-03-23,2013
g.11vp7ys_1,people.person,Gavin James Bower,1982-10-28,
g.11x7vpv5p,people.person,Gollito Estredo,1989,
g.120j87gr,people.person,Kurt Erlebach,1922-07-15,2008-01-11
g.120jqx9q,people.person,Meinhard Füllner,1941-12-26,
g.120jxcc6,people.person,Ivana Bakaric,1970-07-20,
g.120kmwqt,people.person,Ernst Zühlke,1895-11-08,1976-06-09
g.120kn5h5,people.person,Eric Hoffmann,1989-05-05,
g.120knj8p,people.person,Torolv Kandahl,1899-08-17,1982-03-05
g.120l2v9g,people.person,Gerhard Kovasits,1953-05-06,
g.120lq161,people.person,Albert Herrmann,1892-02-28,1977-04-23
g.120lqljp,people.person,Adhe Tapontsang,1932,
g.120n2x_0,people.person,Doris Baum,1909-03-18,1981-09-16
g.120n2ycf,people.person,Mathias Stumpf,1986-04-23,
g.120qdh06,people.person,Reinhard Göhner,1953-01-16,
g.120r4l00,people.deceased_person,Frida Marianne Erika Wedekind,1868-11-13,1944-10-10
g.120rrtkx,people.person,Michael Schäfer,1972-06-16,
g.120sq0y1,people.person,Lisa Sheriff,1986-06-25,
g.120v10mw,people.person,藤白すみれ,1994-05-08,
g.120vb63h,people.person,Ignaz Lünenborg,1897-10-20,1976-02-21
g.120vmz_5,people.person,Thomas Hermsdorfer,1967-07-02,
g.120wkx1f,people.person,Stefan Weissenböck,1973-06-25,
g.120wl466,people.person,Lodovico Belgiojoso,1909,2004
g.120ylj_t,people.person,アイ・ジョージ,1933-09-27,
g.120zcp58,people.person,Yurdaer Doğulu,1941-04-07,
g.120zpfdg,people.person,Александр Вениаминович Чеснаков,1965-02-13,
g.1211cdsb,people.person,Kaishōryū Kuniaki,1979-07-03,
g.12120jg5,people.person,Marcelo Magal,1978-12-26,
g.1212grq3,people.person,Earl Felton,1909-10-16,1972-05-02
g.1212gvq9,people.person,Sverre Bentzen,1941-10-06,
g.1213_0_k,people.person,Klaus Rüter,1940-01-13,
g.1213h4w3,people.person,Christa Vladyka,1955-12-04,
g.1213j9cs,people.person,Sergio González Morales,1952-10-09,
g.1213ts07,people.person,Núria Feliu,1941-09-21,
g.1213tw25,people.person,Louis Henry Fontane,1796-03-24,1867-10-05
g.12148hhp,people.person,Felix Isenbügel,1986-05-05,
g.1214fd38,people.person,Marian Jung,1980-07-23,
g.1215_hzd,people.person,Rüştü Şardağ,1915,1994
g.1215pcdv,people.person,Nisse Sandström,1942-03-13,
g.1218flpk,people.person,Rok Gradisnik,1988-01-12,
g.121911x7,people.person,日詰 昭一郎,1957-12-10,2001-10-15
g.1219y4fb,people.person,西平彰,1958-02-13,
g.121_4t7b,people.person,Rüdiger Meichsner,1940-08-05,
g.121_j1x0,people.person,Adalbert Braun,1843-04-19,1915-01-17
g.121b1r08,people.person,Andreas Mayr,1983-09-07,
g.121b6yl9,people.person,Matthias X. Oberg,1969-09-13,
g.121bd0b0,people.person,Jaime Eyzaguirre,1908-12-21,
g.121bk7c2,people.deceased_person,Marcel Dubuisson,1903,1974
g.121bk9hv,people.person,Karl Knipschild,1935-04-05,
g.121bq6_h,people.person,Mario Barbará,1954-10-22,
g.121djgqj,people.deceased_person,Carl Reinhard,1909-11-17,1992-02-13
g.121dv7fs,people.person,Jürgen Rauchbauer,1984-05-15,
g.121g1z2d,people.person,Michał Burzymowski,1979-08-18,
g.121hxhwp,people.person,Hermann Fecht,1880-05-20,1952-02-04
g.121jcdc8,people.person,Joséphine Derenne,1939,
g.121jcf0j,people.person,Delsy Syamsumar,1935-05-07,2001-06-21
g.121lm_xx,people.person,Sebsebe Demissew,1953,
g.121m79q9,people.person,David A. Hamade,1978,
g.121n9j28,people.person,Rupert Brüggler,1990-06-24,
g.121p0_6p,people.person,Søren Hauch-Fausbøll,1958-07-27,
g.121p72rt,people.person,Dirk Konerding,1969-02-27,
g.121p_vq7,people.person,Emanuel Perathoner,1986-05-12,
g.121pk42y,people.person,Ingimundur Níels Óskarsson,1986-02-04,
g.121q8_nk,people.person,Bluewhite64,2006,
g.121qfk71,people.deceased_person,Fritz Freisler,1881-01-21,1955-07-02
g.121qfs48,people.person,Manuel Flores Silva,1950-07-23,
g.121qgjt5,people.deceased_person,Ivan Ufimtsev,1928-01-15,2010-08-31
g.121r_b9t,people.person,Álvaro Gil Cabral,1335,1433-07-08
g.121rk05c,people.deceased_person,Aleksei Parkhomenko,1911-03-11,1987-07-31
g.121swzs2,people.person,Alexandra Scheld,1981-10-25,
g.121tylsr,people.person,Moacyr Luz,1958-04-05,
g.121vxctl,people.person,Kurt Löffler,1932-08-24,
g.121vxd21,people.person,Sotirios Pantaleon,1980-06-21,
g.121w64b0,people.person,Klaus Teichmann,1954-11-17,
