id,type,name,date_of_birth,date_of_death
g.112yfdnp1,people.person,Argyris Vamvakaris,1930-10-18,1983
g.112yg0y7s,people.person,Gustl Mayer,1917-08-15,
g.11_pl1j6v,people.person,Andrea Elsnerová,1977-02-05,
g.11_ygzpsx,people.person,Hans Hausen,1884,
g.11b5v4w86d,people.person,Samuel Portugal,1994-03-29,
g.11b60sjy33,people.deceased_person,Χανς Γκαίμπελς,1893,1947
g.11b6324fpc,people.deceased_person,Friedrich Eichhorn,1779-03-02,1856-01-16
g.11b6c9p4k9,people.person,Bertram Vere Dean,1910-05-21,1992-04-14
g.11b6hs9bpc,people.person,Luiza Mariani,1980-08-19,
g.11b6j6q7t9,people.person,Melek Gençoğlu,1959-10-13,
g.11b6s_3jf0,people.person,Peter Young,1948-05-05,1985-10
g.11b6skzlq9,people.person,Marcell Domits,1985-03-27,
g.11b6sw599p,people.person,Ildikó Ráczkevy,1985-12-24,
g.11b6sz08xw,people.person,Mason Grimes,1992-10-21,
g.11b71w7j7k,people.person,Davor Škrlec,1963-01-01,
g.11b75jlmwl,people.person,Ondřej Šmach,1986-07-21,
g.11b75mhfrh,people.deceased_person,Cristian Gómez,1987-11-04,2015-05-24
g.11b7ch0rxm,people.person,Andrey Silvestrov,1972,
g.11b7kh2j4w,people.person,Eddie Larsson,1991-02-15,
g.11bc4srfy7,people.person,Kate Osamor,1968-08-15,
g.11c3kq937r,people.person,Rafael Devers,1996-10-24,
g.11dyj8nbq,people.person,Stassa Wahlgren,1858-01-14,1929-10-09
g.11dyjdbnc,people.person,Rana Ross,1961-10-30,
g.11dyjssvv,people.person,Niko Röhlcke,1966-01-02,
g.11dyl13yv,people.deceased_person,Michael Fant,1928,1967
g.11dyl7628,people.person,Helena Doese,1946-08-07,
g.11dylqh_q,people.person,Rose-Marie Stråhle,1948-07-11,
g.11h1tpzjv,people.person,Fritz Seel,1915,
g.11h1tqptr,people.person,Ri Pun Hui,1972,
g.11h1v0k8z,people.person,Helmut Behrendt,1948-04-11,
g.11x9811s9,people.person,Tiago da Cal Alves,1986-11-04,
g.120jqkyn,people.person,Kai Wilton,1916-07-04,1980-04-06
g.120m0fdl,people.person,Christoph Schwind,1949-08-22,
g.120m0rjy,people.deceased_person,Lena Ohnesorge,1898-07-17,1987-08-12
g.120m10w8,people.person,Bernd Brunnhofer,1946,
g.120m18pd,people.person,Doudou Babet,1920-04-23,
g.120mt62b,people.person,Lanny Gordin,1951-11-28,
g.120n81ls,people.person,Adam Abet,1867-12-26,
g.120qckkv,people.person,Michael Spatz,1982-11-25,
g.120qcvrk,people.person,Albrecht Viktor Blum,1888,1959-05-16
g.120rrt2h,people.person,Bradley Tutschek,1980-09-23,
g.120s_5ch,people.person,Han Peekel,1947-10-06,
g.120v11ql,people.person,Øyonn Groven Myhren,1969-08-08,
g.120vb68x,people.person,Marian Lösch,1990-01-01,
g.120vz111,people.person,Martin Waschul,1988-08-02,
g.120x0wj2,people.person,Luiz Schiavon,1958-10-05,
g.120x6l_l,people.person,Maria Stefanova,1937-10-09,
g.120x6y35,people.person,Anton Plattner,1967-10-23,
g.120yr4lg,people.person,Lukas Stoop,1990-03-01,
g.120yxmr1,people.person,Katsuyuki Shinohara,1942-04-15,
g.120z6qql,people.person,Paul Bödeker,1952-10-22,
g.120z_d6j,people.deceased_person,Elisabeth Sophia Gyldenløve,1633,1654
g.120zcky8,people.person,井上苑子,1997-12-11,
g.12105kjp,people.person,山口リサ,1983-06-17,
g.12111yd_,people.person,Vincenzo Terracciano,1964,
g.12120jfd,people.person,John Gonçalves,1974,
g.121251y2,people.person,Vitali Janke,1976-12-23,
g.1212ghv1,people.person,Annika Peimann,1974-01-15,
g.1214g82_,people.person,Ryô Shihono,1991-09-07,
g.1215jgtd,people.person,Franz Illner,1904-05-08,
g.1215pltm,people.person,Jennifer Allan,1974-05-14,
g.1216x1dp,people.deceased_person,Paul West,1871-01-26,1918-10-29
g.1216xc8z,people.person,Nadine Ribault,1964-01-20,
g.12170_3_,people.person,澤野井香里,1983-05-20,
g.121876mz,people.person,Živojin Lukić,1889,1934
g.1218l46s,people.person,Ralf Valkysers,1965-11-08,
g.1218rvfb,people.person,Iñaki Uranga,1961-09-16,
g.121_4swk,people.deceased_person,Friedrich Zietsch,1903-11-26,1976-09-21
g.121_50sv,people.person,Thibault Cauvin,1984-07-16,
g.121b1qvq,people.deceased_person,Albert Škarvan,1869,1926
g.121b1rnp,people.person,Philipp Gunkel,1988-07-11,
g.121bctgb,people.person,Dionys Schönecker,1888-04-20,1938-09-14
g.121bd35x,people.person,Christopher Finch,1939,
g.121c9_hy,people.person,ジョンジョリーナ・アリー,1988-08-27,
g.121dc95h,people.deceased_person,Richard Henrion,1854,1940
g.121djqdl,people.person,Henri Joly,1839,1925
g.121g7b8b,people.person,Teppo Välimäki,1947-06-08,
g.121hdz3f,people.person,Michael Reiter,1988-03-30,
g.121hg1yk,people.deceased_person,Francesc Domingo Segura,1893,1974
g.121jc4sh,people.deceased_person,Johannes Henry,1876,1958-09-02
g.121jnlmy,people.person,井上堯之,1941-03-15,
g.121kw8k1,people.person,Egle Martin,1924,
