id,type,name,date_of_birth,date_of_death
g.119pgg337,people.person,朱芷瑩,1982-07-23,
g.11_ylbxwj,people.person,Joe Cheng Cho,1961,2013-01-19
g.11b60qlkm9,people.person,田辺恵二,1969-04-22,
g.11b60qyh_8,people.person,Dionísio Mendes de Sousa,1940-10-09,
g.11b636k2dm,people.person,David Hellström,1883-09-23,1965-04-07
g.11b6b9q9tb,people.deceased_person,George Stuart,1780,1841
g.11b6ztw_pv,people.deceased_person,Lotte Strauss,1913,1985
g.11b707ff9c,people.person,Felix Jaehn,1994-08-28,
g.11b743vm6l,people.person,Maryam Supraba,1978,
g.11b75ldqkk,people.person,Andi Bersama,1956-01-01,
g.11b7fz4xdr,people.person,Franco Di Trocchio,1948,
g.11b7lg6kp_,people.deceased_person,Gerrit Willemsz. Horst,1612,1652
g.11bbsnccgw,people.person,Kristiina Mäki,1957-03-13,
g.11bbxkgj40,people.person,Robson Miguel,1959-08-28,
g.11cfv5hb9,people.person,René Alix,1907-09-14,1966-12-30
g.11dyjcb9c,people.person,Leif Ericson,1942-11-07,
g.11dyjq56q,people.deceased_person,Olof Lindfors,1925-08-31,1993-12-10
g.11dyl6wbh,people.person,Bengt Wadensjö,1937,
g.11dylrnzn,people.person,Aapo Sääsk,1943-03-22,
g.11x7vr_3h,people.person,Tobias Aren,1989-03-16,
g.120_49gj,people.person,Christian Hölbling,1972-06-21,
g.120_xdp0,people.person,川江美奈子,1972-03-09,
g.120hhj8r,people.person,Gösta Montell,1899,
g.120j31hc,people.person,Michael Wagner,1981-03-16,
g.120m11mm,people.person,Wilhelm Wiggenhagen,1955-12-28,
g.120n7t9n,people.person,Franz Christoph von Khevenhüller,1588-02-21,1650-06-13
g.120n84dr,people.person,Custódio Mesquita,1910-04-25,1945-03-13
g.120nw009,people.person,林立夫,1951-05-21,
g.120p4f26,people.person,Charles Guérin,1873-12-29,
g.120pgtb5,people.deceased_person,Louis-Alphonse Gassion,1881,1944
g.120qdtn7,people.person,Adriana Garambone,1970-07-04,
g.120s_63y,people.person,Michał Dudziewicz,1947-04-18,
g.120vn641,people.deceased_person,Genica Athanasiou,1897-01-03,1966-07-13
g.120vy_n1,people.person,Krasimir Gaydarski,1983-02-23,
g.120vz8dk,people.person,Jean Collet,1932,
g.120wkwxr,people.deceased_person,Paul Hirsch,1881,1951
g.120x5qmh,people.person,Oleg Berezhnoy,1984-01-18,
g.120xtvgj,people.person,Tomáš Linka,1946-02-06,
g.120ykz71,people.person,Ernst-August Hoppenbrock,1948-03-23,
g.120yrt09,people.deceased_person,Piotr Żyżelewicz,1965-03-31,2011-05-12
