id,type,name,date_of_birth,date_of_death
g.112yfwg13,people.person,Patrick Trentini,1976,
g.119pg54s1,people.person,Michal Hejný,1955-05-25,1996-10-22
g.11_yypm2g,people.person,Christian Sukke,1993-01-21,
g.11b41b5nj,people.deceased_person,Mário Viegas,1948-11-10,1996-04-01
g.11b631q_jr,people.person,Lars Bjälkeskog,1938-05-09,
g.11b6dll835,people.person,Till Riehn,1986-07-01,
g.11b6ss_0lk,people.person,Josiah Turner,1992-07-05,
g.11b71t96px,people.person,Ponco Buwono,1972-07-05,
g.11b74tvkyb,people.person,Daniel Michaelli,1929-05-23,
g.11b771shq0,people.person,Min-seok Son,1972-02-07,
g.11b77hgx6n,people.person,Josep Armet,1843,1911
g.11b77vstgh,people.person,Lani,1985-03-08,
g.11b7cxttwd,people.person,Robert Inglot,1958-03-10,
g.11b7l5kcq6,people.deceased_person,Luis Manuel Pelayo,1922,1989-07-26
g.11bc6yw_9g,people.person,Andrea Iaconi,1953,
g.11byhl9kpn,people.person,Luã Mattar,1987,
g.11cfv1zx4,people.person,Anton Rizov,1987-12-29,
g.11dyjznrp,people.person,Tobias Karlsson,1977-05-15,
g.11dyk3klw,people.person,Janne Önnerud,1948-06-15,
g.11r7prty6,people.person,Jørn Berge Larsen,1983-10-27,
g.120_4khg,people.person,Roland Ménard,1923-08-24,
g.120_g2r4,people.person,Werner Janik,1920-04-15,2003-08-07
g.120ht922,people.deceased_person,Paula Doell,1900-06-29,1983-03-01
g.120hz5p1,people.person,Wolfgang Müller-Kallweit,1967-05-30,
g.120ld9k5,people.person,Tullo Gramantieri,1898-03-24,
g.120lw7xc,people.person,Rainer Patschinski,1950-08-28,
g.120m6007,people.person,Ngô Quỳnh Anh,1983-09-05,
g.120nd_9p,people.deceased_person,Günter von Nordenskjöld,1910-02-03,1997-03-13
g.120pgw1_,people.deceased_person,Anton Noder,1864,
g.120ph4sj,people.person,Albin Schober,1938-02-15,
g.120pnlhw,people.deceased_person,Matti Dahlberg,1929-05-19,2003-07-31
g.120r9fm5,people.deceased_person,Giuseppe Manente,1867-02-13,1941-05-18
g.120s26gq,people.person,Marek Błaszczyk,1972-02-21,
g.120s6rxp,people.person,Helmut Kupski,1932-04-07,
g.120spqlk,people.person,Miladin Pekovic,1983-06-18,
g.120tb30x,people.person,Dolly Jacsó,1978,
g.120v5pbd,people.person,Aleksandra Gurkova,1988-04-23,
g.120vsvw1,people.person,Heinz-Wilhelm Fölster,1925-03-22,
g.120x6wqp,people.deceased_person,Zvonimir Bajsic,1925-10-19,1987-08-11
g.120ylkv5,people.person,Paulius Janušauskas,1989-02-28,
g.120z16tf,people.deceased_person,Karl Bösken,1895-03-27,1970-12-26
g.1211phbv,people.person,Heinz Hechenberger,1963-02-09,
g.1211r06p,people.deceased_person,Jakob Dörr,1884-03-19,1971-04-12
g.121258_h,people.person,Charles Lavialle,1894-03-13,1965-10-16
g.1213hd0c,people.person,Luciano Sánchez,1944-05-24,
g.12151707,people.person,Slawomir Zawada,1965-03-18,
g.1215632v,people.person,Michael Mayr,1984-08-20,
g.1215_gp7,people.deceased_person,Tadeusz Prejzner,1925-03-17,2010-03-17
g.1216fq5s,people.deceased_person,Jean-François Comment,1919,2002
g.12175lfl,people.deceased_person,Otto Dziobek,1856,1919
g.1218fmy5,people.person,Nilgün Kasapbaşoğlu,1955-01-27,
g.1218lqtw,people.person,北村昌士,1956-07-22,2006-06-17
g.1218rbgl,people.person,Werner Jahn,1956-04-21,
g.1219y2xt,people.person,Marcel Carpentier,1892-07-26,1960-01-05
g.121_4snk,people.person,Atze Glanert,1942-02-08,
g.121_5qrw,people.person,Wolfgang Enders,1951-01-20,
g.121_bxdx,people.person,Manfred Behrendt,1950-10-02,
g.121_jd5x,people.person,Markus Lindemann,1953,
g.121bctkw,people.person,Gerald Krajic,1981-12-03,
g.121bctp5,people.person,Igor Čillík,1967-01-21,
g.121bj_hn,people.person,Franz-Josef Balke,1939-02-06,
g.121bvrpf,people.person,Karel Ludwig,1919-09-27,
g.121c9q9x,people.deceased_person,Alexander Evgenievic von Lagorio,1852-08-15,1944-03-25
g.121cb1ym,people.person,David Gama,1981-03-07,
g.121cgmbl,people.person,Roland Javornik,1982-12-04,
g.121cxny3,people.person,Vidar Austvik,1956,
g.121d1wkf,people.person,Jorge Goulart,1926-01-16,
g.121dc6s0,people.person,Gabrielle Doulcet,1890-02-20,1976-02-23
g.121g1jy4,people.person,Jean Vinci,1921-03-23,2010-04-08
g.121g72yg,people.person,Henning von der Lancken,1937-08-03,
g.121gv9n_,people.person,牧穂エミ,1964-09-21,
g.121j1pp0,people.deceased_person,August Neuburger,1902-12-22,1999-02-02
g.121jj2wz,people.person,Viktor Kopytko,1956-10-08,
g.121kwy68,people.person,Robert Gys,1901-09-22,1977-11-15
g.121lsp1n,people.deceased_person,Georg Friedrich Ziebland,1800-02-01,1873-01-24
g.121m7bfr,people.deceased_person,Wilhelm Güssefeld,1886,1974
g.121mdv4w,people.deceased_person,Pam Ingenegeren,1917-11-20,2008-06-12
g.121ngqrm,people.person,Michał Sieczkowski,1978-04-26,
g.121p18k3,people.person,Keiko Tomita,1937-01-01,
g.121p5wlw,people.person,Benz Hauswirth,1967-02-28,
g.121p6hwp,people.person,Ulrich Höller,1966-01-09,
g.121pk5n_,people.person,Werner Nothe,1938-01-31,
g.121qfkbv,people.person,Irene Neuner,1958-03-07,
g.121qgfzy,people.person,Hiroshi Butsuda,1961-10-10,
g.121qmzgn,people.person,Bjørn Andor Drage,1959,
g.121rjx6q,people.person,Patrice Bauduinet,1969-05-27,
g.121sx8wn,people.person,Gotthilf Link,1926-10-19,2009-01-30
g.121t5v12,people.person,Meral Uğurlu,1939,
g.121v7kf5,people.person,Henri Moline,1933,
g.121vlb6b,people.person,Józef Dąbrowski,1876-01-02,1926-03-13
g.121w1893,people.person,Siegfried von Rabenau,1953-01-14,
g.121w1gxc,people.deceased_person,Ramon Padró Pijoan,1809,1876
g.121xjkl2,people.deceased_person,Hermann Ammann,1885,1956
g.121xk520,people.person,Gerty Spies,1897,
g.121yyfzf,people.person,Bronislaw Brok,1906-09-14,1975-12-14
g.121z1zw_,people.person,Hajime Okumura,1925,
g.1221mwmm,people.person,Tomás Alves,1989-07-16,
g.12221krw,people.person,Josef Roesch,1902-08-25,1969-09-30
g.1223qkrj,people.person,Graciano García García,1939,
g.12240qzm,people.person,Dietmar Pegam,1968-06-11,
g.1224zbkt,people.person,Konstantin Wawra,1979-06-30,
g.1225dmhm,people.person,Владимир Юльевич Кафельников,1951-08-23,
g.1225dpsq,people.person,Sieghard-Carsten Kampf,1942-12-06,
g.1226fygm,people.person,Sune Gundersen,1988-08-15,
g.12276p7j,people.person,Sarah Schröder,1991-01-17,
g.1228407d,people.person,Marianne Sedova,1946-07-19,
g.1229cbds,people.person,Peter Raffl,1960-02-02,
g.1229kfjg,people.person,Károly Kurzmayer,1901-11-28,1972-01-24
g.122bfsb4,people.person,Francesco Peroni,1961,
g.122c67n5,people.person,Jalal El-Gharbi,1988-01-02,
g.122czbj7,people.person,Klaus Peter Möller,1937-08-08,
g.122dlt33,people.person,Tammo tom Dieck,1938,
g.122g8h1d,people.person,Marco Ilsø,1994-09-29,
g.122gfd61,people.person,Wilhelm Küchler,1936-07-21,
g.122gfm7_,people.deceased_person,Jean Hanoteau,1869-12-17,1939-12-24
g.122hjjv_,people.deceased_person,Ekrem Reşit Rey,1900,1959
g.122hp0xg,people.deceased_person,Amina Pirani Maggi,1892-01-15,1979-11-10
g.122jq9vy,people.person,Maria Hönig,1989-10-17,
g.122jxddg,people.person,藤井健,1946-07-14,
g.122l81g6,people.person,Hartwig Reimann,1938-09-18,
g.122mqz9h,people.deceased_person,Mariano Ozores,1890-10-17,1976-08-09
g.122n522_,people.deceased_person,Jarmila Kurandová,1890-01-30,1978-12-06
g.122p7ky_,people.person,Ernst Lechner,1925-01-23,
g.122q9pms,people.person,Huguette Lafond,1952-01-08,
g.122q9prc,people.person,Lucien Gallas,1904-03-23,1967-05-26
g.122qs3v3,people.person,Brandon Kroeger,1971-11-30,
g.122rcyb3,people.person,Bernhard Bauknecht,1900-03-31,1985-10-23
g.122vkw4p,people.person,Conrad Tambour,1984,
g.122vxk6y,people.deceased_person,Joseph-Henri Altès,1826,1895
g.122w1h9s,people.person,Armen Mirachjan,1938-02-15,
g.122wnfkk,people.person,Dmytro Stus,1966-11-15,
g.122xf1kc,people.person,Adolf Rieth,1902,
g.122y5438,people.person,Enrico Pozzo,1981-02-12,
g.122ysrxn,people.deceased_person,Grigori Belov,1895-12-18,1965-09-14
g.122z24s0,people.person,Andreas Wagner,1960,
g.122zkdqp,people.person,栗山絵美,1983-02-13,
g.1230v16k,people.person,Alexa Putnam,1988-09-30,
g.12319bmf,people.person,Harald Bache-Wiig,1946-05-14,
g.1232c83r,people.person,Danai Samutkochorn,1981-01-17,
g.12345h0s,people.person,Georg Waldvogel,1961-07-07,
g.1234bmwm,people.person,Giancarlo Cardini,1940,
