id,type,name,date_of_birth,date_of_death
g.113qbdcp8,people.person,Kim Kristensen,1964,
g.11_ylf85r,people.person,Peejay,1980-03-11,
g.11b419y8k,people.person,Samvel Muzhikyan,1968-09-13,
g.11b60s6rll,people.deceased_person,Marcello Monti,1946,2013
g.11b6305zqv,people.person,Renata de Almeida,1965,
g.11b6gq6mkb,people.person,Halsey,1994-09-29,
g.11b6hlnnyp,people.person,Craig Crowley,1964,
g.11b6p2dw8g,people.person,Jason Garcia,1992-11-21,
g.11b6sws450,people.person,Давид Нобоа,1995-05-16,
g.11b6vjj1st,people.person,Marek Romanski,1910,1974
g.11b6xdyzbq,people.person,Aram Gülyüz,1931-04-13,
g.11b740mzrq,people.person,Zoltán Szerémy,1861-12-14,1934-10-31
g.11b7c6xm4n,people.deceased_person,Marie Sloot,1853-01-13,1927-06-13
g.11b7lnrbsh,people.person,小曽根実,1934,
g.11bby82ksn,people.person,Bryon Allen,1992-05-01,
g.11bccg_cqy,people.person,Dave Graue,1926,2001
g.11btt77607,people.person,Lawrence Alexander,1991-10-22,
g.11dyjkxyt,people.person,Ann-Charlotte Björling,1943-06-04,
g.11dyk252h,people.person,Emil A. Lingheim,1898-05-31,1984-03-21
g.11x982xvt,people.person,踊ろうマチルダ,1981-02-26,
g.120_g2fb,people.person,Markus Eigentler,1980-10-18,
g.120hnf0k,people.person,Stefan Sporbert,1976,
g.120jql3n,people.person,Christian Bartelt,1931-06-05,
g.120jql7p,people.deceased_person,Fridolin Heurich,1878-09-14,1960-02-12
g.120jqlkz,people.person,Ole Quast,1989-10-09,
g.120jx1v0,people.person,Arnold Theodore Nordsieck,1911-01-05,1971-01-19
g.120k18zx,people.person,Emiko  Torito,1982-07-02,
g.120mbh_9,people.person,Julia Schlecht,1980-03-16,
g.120mhy7p,people.person,Auguste Landrieu,1888-04-13,
g.120n2l1z,people.person,Lodovico Burnacini,1636,1707
g.120pnqg4,people.person,Roberta Gualda,1981-10-30,
g.120t3r6y,people.person,Mintman,1966,
g.120vn7hy,people.deceased_person,佐竹義昭,1531,1565
g.120x6xy2,people.person,Hana Cízková,1953-09-13,
g.120y85p2,people.deceased_person,Claus Henning Boyens,1888-09-01,
g.120ykx95,people.person,Jacques Mauger,1959,
g.120yr4tb,people.person,Sergio Berger,1983,
g.120yrf1c,people.person,Nunzio Favia,1953-04-18,
g.120z6pzm,people.person,фреидрих Куссин,1895-03-01,1944-09-17
g.120z_40y,people.person,Oldřich Menhart,1897,
g.12105kn5,people.person,松崎ナオ,1976-01-08,
g.1211qmg8,people.deceased_person,Carlos Rojas,1933,1997
g.1215638j,people.person,Sophie Heldman,1973,
g.12175lnb,people.person,Walt Shepard,1982-12-03,
g.1217j93_,people.person,Antônio Nássara,1910-11-11,1996-12-11
g.121_3x28,people.person,Stefan Zackenfels,1965-01-03,
