id,type,name,date_of_birth,date_of_death
g.112yg8s80,people.person,Falk Maria Schlegel,1975-09-29,
g.119x7353d,people.deceased_person,Jerzy Sagan,1928-09-13,1998-04-14
g.119x75x8k,people.person,Mislav Leko,1987-12-19,
g.11_p4vl6f,people.person,Tom Ahlström,1943,
g.11_pkz0fq,people.person,Paul Lomami-Tshibamba,1914-07-17,
g.11b5m3vrrw,people.person,Niks Matvejevs,1958-02-13,
g.11b5q7s10b,people.person,Lee Hong,1978,
g.11b6hfvy27,people.person,Grace Fransin Wohangara,1989-06-23,
g.11b6pjs0wm,people.person,สุรชัย เชษฐโชติศักดิ์,1962-11-05,
g.11b6sz08wy,people.deceased_person,Albert Mikszáth,1889,1921
g.11b7079v8b,people.person,Alessandro Cocco,1964,
g.11b77xsj9z,people.person,Touk Miller,1996-02-22,
g.11bc74hsl7,people.person,Joe Fitzpatrick,1997-08-20,
g.11btlsbmfj,people.person,Sadie Katz,1982-10-13,
g.11c3kj5bbm,people.person,Omar Abdullayev,1995-02-27,
g.11dyjm_70,people.person,Aleš Hanzlík,1987-02-06,
g.11dyjq_qc,people.person,Inger Öst,1949-02-01,
g.11dyjvy5v,people.person,Karin Miller,1925-01-29,1999-07-26
g.11dyjxmkw,people.deceased_person,Cenap Muhittin Kozanoğlu,1893,1972-11-16
g.11dykv1bh,people.deceased_person,Albin Lindahl,1882-04-04,1968-08-17
g.11dyl4pvn,people.deceased_person,Sidsel Brahe,1580,
g.11r80vwm5,people.person,Jong-ho Park,1927-04-11,
g.11vk5c4_9,people.person,François Rivière,1949-04-23,
g.11x98584j,people.person,Lukas Sedlak,1993-02-25,
g.120_4jhy,people.person,Jayme Campos,1951-09-13,
g.120_ry90,people.deceased_person,Cao Xuân Tiếu,1865,1939
g.120jfgnf,people.deceased_person,Abigail Maia,1887-10-17,
g.120jl1wq,people.person,Виктор Пеленягрэ,1959,
g.120jqvsg,people.person,Eileen Grench,1986-08-05,
g.120jws2t,people.deceased_person,Carl Arnold,1794-05-06,1873-11-11
g.120jx1vg,people.person,Axel Hölzer,1963-06-22,
g.120kg_g6,people.person,Denis Badault,1958,
g.120l2r9f,people.person,Asukai Masatsune,1170,1221
g.120lq1sq,people.person,Nico Toff,1988-12-01,
g.120lqcr3,people.person,Rainer Blum,1960-01-18,
g.120m1c0n,people.person,Brenda Bertin,1969,
g.120m5zh8,people.person,Lili Pohlmann,1932,
g.120mc0h6,people.person,Rafael Baena Gonzalez,1982-11-07,
g.120n2y4y,people.person,Hermann August Seger,1839,1893
g.120n7tp5,people.person,Nicolas Mayer,1990-10-06,
g.120ndp4w,people.person,Lubomír Havlák,1958-02-27,
g.120pgl3l,people.deceased_person,Walther Riese,1890,
g.120rrhng,people.person,Hugo Arthuso,1987-05-22,
g.120s1wr6,people.person,Karl Heinz Kaltenborn,1906-05-12,
g.120s6rkq,people.person,Alfred Dohm,1922-05-11,
g.120sk5b0,people.person,Luiz Franco Thomaz,1946-04-05,
g.120svlfb,people.person,Jerry.K,1984-01-26,
g.120wkklg,people.person,Bernd Scherer,1961-05-22,
g.120x68j8,people.deceased_person,Fred Walton,1865-07-26,1936-12-28
g.120yl5nk,people.person,Tapio Aarre-Ahtio,1948-02-24,
g.120yl851,people.person,Georg Henning Behrens,1662,1712
g.120yxb_g,people.person,Werner Müller,1946-06-01,
g.120z1739,people.person,Stefan Meixner,1962-10-13,
g.120z1rkn,people.person,Sergio Blardony,1965,
g.12111n4l,people.person,Leopolda Dostalová,1879-01-23,1972-06-17
g.1211qq2w,people.person,Andrea Bürgin,1957-02-06,
g.1211wzrh,people.person,Milan Stibilj,1927-11-02,
g.12148q87,people.person,Aimar Labaki,1960-12-08,
g.1214lw_r,people.person,Rudolf Braun,1955-06-25,
g.1215vk16,people.person,Dietmar Millonig,1955-06-01,
g.1216fg8t,people.deceased_person,Emile Legouis,1861,1937
g.1216ln4_,people.deceased_person,Eiko Takehara,1946-05-21,1996-12-18
g.1218dmvz,people.person,Bodo Kuhn,1967-08-09,
g.1218l3j4,people.person,Stig Møller,1945-01-02,
g.1218rmwp,people.person,Lee Grodzins,1926-07-10,
g.1218rw6n,people.person,Gladys Yelvington,1891-11-29,
g.121914f1,people.deceased_person,Vladimir Kutuzov,1921-05-22,2010-11-10
g.121_5_cs,people.person,柏木広樹,1968-07-20,
g.121_5qc8,people.person,Klaus Harries,1929-01-27,
g.121_60rs,people.person,Lars Sørbø,1956-06-03,
g.121_c6_p,people.person,Teresa Kruczek,1960-01-05,
g.121bkp3y,people.deceased_person,Леопольд Витольдович Ростропович,1892-02-26,1942-07-31
g.121bvrg0,people.person,Vasil Banov,1946-07-20,
g.121c4vfp,people.person,Helmut Blume,1920,
g.121d6czn,people.person,市川昭介,1933-01-04,2006-09-26
g.121dpc2p,people.person,Günter Kraft,1972-02-11,
g.121dvk5l,people.person,Jeannette Götte,1979-03-13,
g.121f4902,people.person,杉紀彦,1939-09-17,
g.121fx4fp,people.person,Karina Lipiarska,1987-02-16,
g.121g1wlh,people.person,Flavio Bizzarri,1993-05-14,
g.121h821g,people.person,Ryszard Turbiasz,1953,
g.121hf79q,people.person,Agnes von Zahn-Harnack,1884-06-19,1950-05-22
g.121hwxtd,people.person,Sebastian Schneider,1985-12-09,
g.121jj32g,people.person,Цезарь Солодарь,1909,1992-11-15
g.121k2m2j,people.person,Pflum Orsolya,1972-11-23,
g.121k3lyj,people.person,Ewa Szawlowska,1971-10-29,
g.121kx0zc,people.person,Юрий Богатенков,1961-02-23,
g.121l0k60,people.deceased_person,Jiri Slavicek,1901-07-31,1957-08-18
g.121n4cwf,people.person,Andrey Shatunovskiy,1959-10-05,
g.121n95q0,people.person,Detlef Uibel,1959-04-24,
g.121n96b5,people.person,Thorsten Raquet,1978-01-12,
g.121p6rcb,people.person,Şecaettin Tanyerli,1921,1994-12-01
g.121qm0yr,people.person,Christian Schwerin,1989-06-04,
g.121qmbyt,people.person,Ingeborg Taschner,1930-03-26,
g.121qyf2b,people.person,Franz Stammer,1881-08-08,
g.121r_bv2,people.deceased_person,Venyamin Dorman,1927-02-12,1988-01-22
g.121rjnl2,people.person,Karin Voß,1923-11-09,
g.121sr2xv,people.person,Johann-Henrich Krummacher,1946-12-27,2008-02-25
g.121tbxwx,people.person,井出泰彰,1970-04-16,
g.121v7b67,people.deceased_person,Roberto Morinini,1951-07-18,2012
g.121vl97n,people.person,Angelique de Boer,1947-11-25,
g.121vx1p5,people.person,Bernie Feit,1969-05-08,
g.121y4_6g,people.person,早川大地,1977-08-19,
g.121y509n,people.person,Oscar Tourniaire,1880-03-14,1939-11-12
g.121y9lg5,people.person,Jörn Kaminke,1955-03-22,
g.121z6ln9,people.person,Edgar Bonsak Schieldrop,1891,
g.122090jt,people.person,Armand Abplanalp,1930-07-25,2000-11-30
g.1220__cj,people.person,André in het Veld,1958-03-06,
g.1220wgwy,people.person,Иван Изотов,1983-06-15,
g.12214wlp,people.person,Francesca Weber,1989-01-28,
g.1221mw1d,people.deceased_person,Karel Dostal,1884-03-14,1966-03-01
g.1221mwgm,people.person,Ernandes Dias Luz,1987-11-11,
g.1222z5d7,people.person,Eugène Grangé,1810,1887
g.1223qcdt,people.person,Oskar Holtzmann,1859,1934
g.1223wshv,people.person,Daniel Do,1972,
g.1224bv7q,people.person,Ragnar Sørensen,1915-02-16,1998-02-03
g.1225qq8g,people.person,Lydia Natalia,1969-02-16,
g.1226mfpz,people.person,Joachim Harms,1932-03-21,
g.1227d43j,people.person,Yasuko Endō,1943-11-19,
g.12283p38,people.person,Volker Einrauch,1950,
g.12288vm8,people.person,Hans Litterscheid,1921-12-24,
g.12288w0x,people.person,Sonja Spieler,1978-05-27,
g.12295wmp,people.person,Luiz Arcanjo,1974-07-11,
g.1229cmdh,people.deceased_person,Antonín Pech,1874-10-21,1928-02-20
g.122_sdtn,people.person,Aleksandr Krasnov,1960-04-07,
g.122c5y1d,people.person,Friedrich Kramer,1938-02-05,
g.122cz0v4,people.person,Marketa Kochta,1975-07-14,
g.122czbrn,people.person,Robert Kunze-Concewitz,1967-04-07,
g.122czwnv,people.person,Luc Dormieux,1960-08-19,
g.122czy6x,people.person,渡辺弓太郎,1974-06-07,
g.122d8344,people.deceased_person,Nico D'Alessandria,1941,2003
g.122dlh1l,people.person,Léon de Saint-Lubin,1805,1850
g.122dlrnv,people.person,Susanna Colorni Vitale,1974,
g.122dm1m5,people.person,大森 英敏,1959-11-05,
g.122ds6yh,people.deceased_person,Agostino Lazzari,1919-11-11,1981-01-28
g.122gwnkh,people.deceased_person,René Dupuy,1920-05-17,2009-08-01
g.122h094c,people.person,Hannes Lambert,1980-10-18,
g.122j3lsn,people.person,Héctor Infanzón,1959-04-25,
g.122jdvcv,people.person,Arashi Fukasawa,1996-08-03,
g.122jqm7g,people.person,Edmund Silberner,1910,1985
g.122jwt1c,people.deceased_person,Gunnar Jørgensen,1896-10-18,1963-03-08
g.122k67hc,people.deceased_person,Лев Александрович Фенин,1886,1952-11-18
g.122kc111,people.deceased_person,Bozhidar Lechev,1926-01-27,1994-12-31
g.122lkkzx,people.person,Albert Popkov,1972-09-26,
