id,type,name,date_of_birth,date_of_death
g.112yflxpn,people.person,Camille Thomas,1988-05,
g.112yfrc63,people.person,Mustafa Irgat,1950-01-22,
g.112yg5v1p,people.person,Nelson Jacobina,1953,2012-05-31
g.113qbcl0x,people.person,溝口貴紀,1982-09-25,
g.113qbnr_b,people.person,Ekkehard W. Bornträger,1958,
g.113r_s3v7,people.person,Kurt Martin Mislow,1923-06-05,
g.11b5v61lgy,people.person,Philippe Le Mercier,1956-03-28,
g.11b5v8qp4q,people.deceased_person,Роза Трофимовна Балашова,1927-08-09,2005-02-07
g.11b60sjzvy,people.person,福田 晴一,1916-08-16,1996-05-11
g.11b631p9tf,people.person,Shih Su-mei,1952-07-20,
g.11b6bdzt8z,people.person,Kendyl Stewart,1994-08-17,
g.11b6gnsf41,people.person,Hye-won Seo,1984-06-22,
g.11b6y6j4rq,people.person,Ario Rubbik,1978-04-09,
g.11b72y1rfw,people.person,Robert Pelikán,1979-10-18,
g.11b7nshvhy,people.person,Marvin Cupper,1994-02-16,
g.11bbxn5fry,people.person,Victor Aspillaga Alayza,1985-07-02,
g.11c3kj2rnl,people.person,Filip Chlapik,1997-06-03,
g.11dy66qdc,people.person,최민철,1976-11-09,
g.11dyjly8n,people.person,Peo Thyrén,1962-10-17,
g.11dykqd76,people.person,Nina Hemmingsson,1971-11-30,
g.11dyl86zx,people.person,Tönnes Kleberg,1904,
g.11dylblxp,people.person,Alexander Schöld,1986-01-11,
g.11dylf7r7,people.person,Tobias Geissner,1962-06-18,
g.11x1nqrxl,people.deceased_person,Wilm ten Haaf,1915-02-24,1995-06-30
g.11x984jq1,people.deceased_person,R. A. Stirton,1901-08-20,1966-06-14
g.120_4k65,people.deceased_person,François Garipuy,1711,1782
g.120_rrjm,people.person,Carlos García-Vaso,1953-01-16,
g.120hhvz4,people.person,Henry Nyrén,1923-02-16,1982-04-06
g.120ht91h,people.person,Otto Meissner,1925-06-27,2011-02-16
g.120lq9yp,people.deceased_person,Giuseppe Venturoli,1768,1846
g.120lqcn8,people.deceased_person,Max Zschoke,1873-04-02,
g.120lwj5p,people.person,Ladislao Kish,1904-02-15,
g.120m11b0,people.person,Markus Bütler,1972-04-25,
g.120qck0n,people.person,Alexander Jank,1975-03-09,
g.120qckfy,people.person,Karen Böhne,1963-10-03,
