id,type,name,date_of_birth,date_of_death
g.112yfvg63,people.person,Filip Bujoczek,1994-03-07,
g.112yg4s3g,people.person,Sven Görtz,1967-11-13,
g.119x6zwtf,people.person,Mari Samuelsen,1984-12-21,
g.11_ygnc1r,people.deceased_person,Wilhelm Paweł Radziwiłł,1797-03-19,
g.11_yl4fbl,people.person,Johann Willsberger,1941,
g.11_ym2zvq,people.person,Tim Markström,1986-10-09,
g.11b5__dy55,people.person,Donald MacKenzie,1879-04-17,1972-07-21
g.11b5v29kcg,people.deceased_person,Arturo Falconi,1867-12-28,1934-11-10
g.11b637zwbl,people.person,Fulk of Pavia,1164-10-26,1229
g.11b6ht3_mp,people.person,Jakub Fulnek,1994-04-26,
g.11b6j98h8t,people.person,Mariano Bareiro,1995,
g.11b6lm_rlr,people.person,Mustafa Bulut,1934,
g.11b6mt6c60,people.person,Heo Jin,1949-08-28,
g.11b6pkl561,people.person,Shandy Harun,1965,
g.11b6r58bnm,people.person,Simona Galassi,1972,
g.11b6xc8_kd,people.person,Vita Zelakeviciute,1959-04-20,
g.11b6zq7bxj,people.person,Théodule Carré-Cassaigne,1990-02-12,
g.11b76fyj1n,people.person,Erkki Palola,1957-08-05,
g.11b774bh7h,people.deceased_person,Sheng Hong,1645,1704
g.11b7dx2623,people.person,Bambang Reguna Bukit,1983-06-16,
g.11b7ljlwgv,people.person,Samantha Sin,1985-02-13,
g.11bc71mq35,people.person,Jean Baptiste Sabatier-Blot,1801,1881
g.11dyj9zsy,people.person,Anders Persson,1958,
g.11dyjzgw1,people.person,Vilhelm Sefve-Svensson,1849,
g.11dyk5js_,people.person,Mary N'diaye,1987-04-13,
g.11dyk6c72,people.person,Aleksejs Giļničs,1993-05-29,
g.11dyky6sk,people.deceased_person,Olga Appellöf,1898-01-14,1989-12-13
g.11dyllng6,people.person,黒田亜樹,1968-08-22,
g.11dyltlj_,people.person,Valter Schytt,1919-10-17,
g.11r80q3r3,people.deceased_person,Alberto Spaini,1892,1975
g.11r80rh86,people.person,Henk Bosch van Drakestein,1928,
g.1203lw9g5,people.person,Li Fong,1953,
g.120_49rk,people.deceased_person,Johannes Merz,1857-02-24,1929-05-04
g.120k19x4,people.person,Vladimir Kisarov,1974-03-06,
g.120kbgfb,people.person,Zygmunt Fok,1928-05-02,
