id,type,name,date_of_birth,date_of_death
g.112yg14p0,people.person,Milena Penovich,1915-07-11,
g.119pfk_vz,people.deceased_person,Oskar Rokkanen,1882-07-14,1973-08-24
g.119pgv9n8,people.person,Śliwka Tuitam,1983-07-20,
g.11_ygjpvl,people.person,Alexandr Gudumak,1993-07-03,
g.11b41jmkj,people.person,Luka Sekulić,1987-07-01,
g.11b638szhv,people.deceased_person,Hsiang-Tung Chang,1907-11-27,2007-11-04
g.11b63f5nbp,people.person,梁家俊,1988-07-30,
g.11b66bylv4,people.person,Christian Heuberger,1984-12-05,
g.11b6glb_8w,people.person,Erman Ilıcak,1967-10-03,
g.11b6pmkvc9,people.person,전현아,1971-10-09,
g.11b6r60x1w,people.person,Steinar Krokmo,1969-06-15,
g.11b6y3c5sp,people.person,สายเชีย วงศ์วิโรจน์,1975,
g.11b74sm7ss,people.person,Annarita Grapputo,1954,
g.11b76jpb33,people.person,Louise Gunning-Schepers,1951,
g.11b76vgsky,people.person,Dmytro Zhdanov,1996-07-16,
g.11bc798wgc,people.person,Marti Belle,1988-08-07,
g.11bcfbz3fx,people.person,Paola Orlandi,1938,
g.11bxyg89mg,people.person,Bruno Henrique Pinto,1990-12-30,
g.11cfv0vw0,people.person,Cristina Radu,1979-01-07,
g.11cfv5889,people.person,Stefany Castano,1994-01-11,
g.11dyhw3x6,people.person,Göran Hoppe,1946,
g.11dyjq_fr,people.person,Thomas Hall,1939,
g.11dyk2hk_,people.person,Kyle Newhall-Caballero,1988-02-19,
g.11dyk36g2,people.person,Lars Göran Persson,1958-03-14,
g.11dykh1dv,people.person,프레데릭 토라발,1973-02-18,
g.11dykw604,people.person,Helga Brofeldt,1881-10-09,
g.11dylp478,people.person,Paul Kessel,1948-08-18,
g.11h1t6m56,people.person,Marina Dias,1976-07-05,
g.11h1tl0bn,people.person,Lida Viganoni,1950,
g.11x1ndyx1,people.person,Borys Lewin,1911-03-14,
g.11x1np9k4,people.person,Morten Olsen,1984-10-11,
g.11x981kl3,people.person,Karen Rodriguez,1989-03-03,
g.120_fsz6,people.person,Walter Roth,1959,
g.120j31fw,people.person,Lee Webster,1977-10-29,
g.120jqlgl,people.person,Leni Fischer,1935-07-18,
g.120jr864,people.person,Musa Süreyya Bey,1884,1932-12-02
g.120jx1xt,people.deceased_person,Charlotte Fera,1905-10-24,1998-05-10
g.120kbgnv,people.person,Luis Veiga da Cunha,1936-02-14,
g.120ldthn,people.person,Florian Śmieja,1925,
g.120lq18l,people.person,Bernhard Termühlen,1955-06-03,
g.120lqbzf,people.deceased_person,Vítezslav Vejrazka,1915-05-09,1973-06-08
g.120mbhy4,people.person,Helmut Rehhahn,1947-08-29,
g.120myssg,people.person,Сергей Зверев,1963-07-19,
g.120n2m1m,people.person,Benedikt Weichert,1979-07-04,
g.120nqfrt,people.person,酒井陽一,1976-08-23,
g.120p9_xw,people.person,Olav Sataslåtten,1891,1971
g.120ph59k,people.person,Levi Arnold Post,1889-07-08,1971-05-26
g.120qqj5j,people.person,Daisuke Motoki,1971-12-30,
g.120qqkrg,people.person,Per Anders Buen Garnås,1980,
g.120rs2nz,people.person,Luboš Malina,1959-01-27,
g.120rs3lx,people.person,Uwe Brandner,1941-05-23,
g.120t3_c2,people.person,Michele Bardollet,1939,
g.120vyzv_,people.person,Roger Mollien,1931-06-18,2009-08-16
g.120w834k,people.person,Herbert Gottschalk,1919,
g.120ykn8v,people.person,Alexander Meixner,1991-11-16,
g.120yl5y0,people.person,Francoise Bette,1947-06-13,2006-03-03
g.120yl7cb,people.person,中島 央,1975,
g.120z6mxf,people.person,Stefan Tasnadi,1953-03-21,
g.120z_f_7,people.deceased_person,Wladyslaw Szlengel,1914,1943-05-08
g.120zcmf4,people.person,Kristian Figenschow Jr.,1962-05-01,
g.1210m9r6,people.person,Egon Kracht,1966,
g.1211cg3_,people.person,Izabela Tomaszewska,1955-09-13,2010-04-10
g.1211j082,people.deceased_person,Πάνος Τζαβέλας,1925,2009-01-27
g.1211qp4f,people.person,Shahnaz Haque,1972-09-01,
g.1211r0l0,people.person,Stefan Gorges,1967-12-15,
g.1211rcfx,people.person,Naruna Costa,1983-02-24,
g.1212gv4x,people.deceased_person,Jan Feith,1874,
g.1213j2r_,people.person,Riachão,1921-11-14,
g.1213v56v,people.deceased_person,Xavier Darasse,1934-09-03,
g.1214gbns,people.person,Humberto Bernardo,1972-06-20,
g.12156dy0,people.person,Nicole Fetting,1980-11-27,
