id,type,name,date_of_birth,date_of_death
g.112yg7vb9,people.person,Anna Szukalska,1984-03-12,
g.112ygb05t,people.deceased_person,王玨,1918-11-12,2015-03-27
g.112ygb2lt,people.person,Jadej Kamjorndet,1975-11-21,
g.113qbfr92,people.person,Leandro Vinícius,1999-03-24,
g.119x72pz1,people.deceased_person,William O'Farrell,1904,1962
g.11_yyr__c,people.deceased_person,AG Fronzoni,1923,2002
g.11b60vfrnx,people.person,Khadfi Rhasalla,1993-09-15,
g.11b60zrh6w,people.deceased_person,Burris B. Cunningham,1912-02-16,1971-03-28
g.11b62qplgq,people.person,T. R. Seshadri,1900,1975
g.11b6cp6rww,people.person,María Luisa Flores,1979-10-12,
g.11b6nhv0z4,people.person,Jimmy Deshler,1994-11-30,
g.11b6r4693v,people.person,Raúl López Gómez,1993-02-23,
g.11b6sp169l,people.deceased_person,Marie François Goron,1847,1933
g.11b6zqx07l,people.person,翁瑞迪,1982-06-11,
g.11b72f6hwy,people.person,Perry,1971-11-12,
g.11b76j0rmy,people.person,Arthur Clifton Goodwin,1866,1929
g.11b7clk3h1,people.deceased_person,Florenz Ames,1883-01-06,
g.11b7jt7ld3,people.person,Goo Won,1988-02-05,
g.11b7k_0f35,people.person,吉村崇,1980-07-09,
g.11b7nvntc4,people.person,Jadu,1982-05-04,
g.11b7tdnp4b,people.person,James Reid,1974-05-25,
g.11bbxkwp0d,people.person,Niccolo' Bonacchi,1994-11-01,
g.11bbxnb2bq,people.person,Ryszard Fischbach,1935-03-25,1997
g.11bc7ngk37,people.person,Natsuka Kusano,1985,
g.11btt4_syq,people.person,Andrew John Herbertson,1865,1915
g.11bxv807pw,people.person,Albin,1989-07-22,
g.11bxw8lqj7,people.deceased_person,Виктор Семёнович Шейнин,1938-08-16,2014-11-13
g.11bxyf_r8p,people.person,Marcelo Fernandes,1971-04-20,
g.11dyhzz45,people.person,Anna Abramova,1902,
g.11dyjh7dr,people.person,Jörgen Mörnbäck,1956-06-03,
g.11dyjznb7,people.person,Lisen Fredricson (Bratt),1976-01-23,
g.11dyjznkp,people.person,Alf Enerström,1929-08-07,
g.11ksgb3x1,people.person,Yuta Tsukinaga,1976,
g.11r80v6db,people.person,Otto Wilke,1937-04-13,
g.11x97z_zk,people.person,kyo,1967-02-04,
g.1203lsrr3,people.person,Eliane D'Almeida,1940-01-09,
g.120_97g0,people.person,Vivian Segnini,1989-01-03,
g.120_fs7j,people.person,Christian Bauer,1947-09-09,
g.120jf39s,people.person,Axel Glanz,1962-12-21,
g.120jqlh_,people.person,Marianne Brinckmeier,1940-06-04,
g.120k5v0r,people.person,Yasuhiro Minakami,1947-10-31,
g.120k5w_p,people.person,José Eduardo,1945-08-04,
g.120l317n,people.person,Manu Barreiro,1986-07-08,
g.120lqcnl,people.person,Michael Wollitz,1961-03-28,
g.120m5zrf,people.person,Andrés Lieban,1973-12-29,
g.120mbj5x,people.person,Peter Meyer,1963-04-25,
g.120n2kd2,people.person,Solomon Leon Skoss,1884,1953
g.120ndxhl,people.person,Michael Barrios,1991-04-21,
g.120phgk_,people.deceased_person,Albrecht Erich Günther,1893,1942
g.120qd56x,people.person,Simone Henn,1977-03-14,
g.120s1snq,people.deceased_person,Chela Bon,1930,2010-01-23
g.120tmcgq,people.deceased_person,Janis Osis,1895-07-06,1973-11-03
g.120trxv9,people.person,Bjørn Alexander Brem,1974-11-23,
g.120vnbfq,people.person,Dmitri Yuzovsky,1965-06-05,
g.120vzc18,people.person,Sonja Speckmann,1989-02-26,
g.120xv5hs,people.person,Józef Broda,1941,
g.120y84g5,people.person,Suyadi,1932,
g.120y84jl,people.person,Carlo Cascone,1976,
g.120yr488,people.person,Emil Schnell,1953-11-10,
g.120z1t_h,people.person,Go Un-bong,1920-02-09,
g.120zjhcj,people.person,Selig Gronemann,1845,1918
g.1211prwz,people.person,Israel Rodríguez,1981-08-27,
g.1211r94j,people.deceased_person,Yoshio Nakae,1910-05-03,1986-01-08
g.1213j2bc,people.person,Günther Ludwig,1918,
g.1215vsy2,people.person,Peachy,1980-02-26,
g.1218dmvh,people.person,Bernd Dierßen,1959-08-28,
g.121_5qh7,people.person,Natalie Gohrke,1983-01-07,
g.121_5y__,people.person,Tenzin Thuthob Tsarong,1977,
g.121_bxmm,people.person,Siegfried Jaschke,1939-05-25,
g.121b78wf,people.person,Suzana,1976-08-31,
g.121bk00t,people.person,Stefan Kraxner,1971-01-29,
g.121bk6_l,people.person,Andrei Socaci,1966-06-19,
g.121c562g,people.person,Natalya Tarynicheva,1978-06-07,
g.121d171p,people.person,Uwe Grüning,1942-01-16,
g.121d1jtc,people.person,Stefan Jäger,1970,
g.121dc98m,people.person,Theo Maas,1957-08-18,
g.121dvgm7,people.person,Bryan C. Hartnell,1949-07-01,
g.121fw699,people.person,Martina van Boxen,1960,
g.121g1ys_,people.deceased_person,Ole Paus Ibsen,1835,1917
g.121gptt8,people.deceased_person,Николай Григорьевич Цыганов,1797,1831
g.121k84r8,people.person,Jacques van Hoven,1885-11-18,1942-10-01
g.121kk9yj,people.person,Quirijn Caspers,1987-06-01,
g.121kw1jl,people.person,Adriano Cappelli,1859,1942
g.121lyxpj,people.person,Rui Neto,1979-06-06,
g.121m7ynw,people.person,Michael Auer,1983-06-10,
g.121mkn2y,people.person,Sonia Benedito,1978-01-19,
g.121p5x3_,people.person,Monika von Witzleben,1968,
g.121pw906,people.deceased_person,Petre Liciu,1871-03-19,
g.121qghl7,people.person,Andrzej Łabędzki,1975-07-26,
g.121tbbmt,people.person,Wolfgang Heitmeier,1950,
g.121v23p3,people.person,Christian Leibing,1905-11-23,1997-07-21
g.121v79y_,people.person,Julia Jurack,1985-03-28,
g.121vqxh5,people.person,Will Insley,1929-10-15,2011-08-12
g.121w64px,people.person,Traugott Müller,1895-12-28,1944-02-29
g.121x_v3g,people.person,Oliver Bunzenthal,1972-11-15,
g.121yb55j,people.person,Shady Khalaf,1977-10-13,
g.121ybgqx,people.person,しろ,1983-03-06,
g.121zcgjy,people.person,Manfred Fallisch,1935-12-16,
